Row,Time,Temperature,Humidity
1,14:31:15,-999.00,-999.00
2,14:31:18,-999.00,-999.00
3,14:31:21,-999.00,-999.00
4,14:31:24,-999.00,-999.00
5,14:31:27,-999.00,-999.00
6,14:31:30,-999.00,-999.00
7,14:31:33,-999.00,-999.00
8,14:31:36,-999.00,-999.00
9,14:31:39,-999.00,-999.00
10,14:31:42,-999.00,-999.00
11,14:31:45,-999.00,-999.00
12,14:31:48,-999.00,-999.00
