Row,Time,Temperature
1,01:04:16,29.07479528815258
2,01:04:18,29.07479528815258
3,01:04:19,29.07479528815258
4,01:04:20,29.04084957248898
5,01:04:21,29.07479528815258
6,01:04:22,29.04084957248898
7,01:04:23,29.07479528815258
8,01:04:24,29.07479528815258
9,01:04:25,29.07479528815258
10,01:04:26,29.04084957248898
11,01:04:28,29.04084957248898
12,01:04:29,29.04084957248898
13,01:04:30,29.04084957248898
14,01:04:31,29.04084957248898
15,01:04:32,29.04084957248898
16,01:04:33,29.04084957248898
17,01:04:34,29.04084957248898
18,01:04:35,29.006904200307236
19,01:04:36,29.04084957248898
20,01:04:38,29.04084957248898
21,01:04:39,29.006904200307236
22,01:04:40,29.04084957248898
23,01:04:41,29.04084957248898
24,01:04:42,29.04084957248898
25,01:04:43,29.04084957248898
26,01:04:44,29.006904200307236
27,01:04:45,29.006904200307236
28,01:04:46,29.006904200307236
29,01:04:47,29.04084957248898
30,01:04:49,29.006904200307236
31,01:04:50,29.006904200307236
32,01:04:51,29.04084957248898
33,01:04:52,29.006904200307236
34,01:04:53,28.97295917159581
35,01:04:54,29.006904200307236
36,01:04:55,29.006904200307236
37,01:04:56,29.006904200307236
38,01:04:57,29.006904200307236
39,01:04:59,29.04084957248898
40,01:05:00,29.006904200307236
41,01:05:01,29.04084957248898
42,01:05:02,29.006904200307236
43,01:05:03,29.006904200307236
44,01:05:04,29.04084957248898
45,01:05:05,29.006904200307236
46,01:05:06,28.97295917159581
47,01:05:07,29.006904200307236
48,01:05:09,29.006904200307236
49,01:05:10,28.97295917159581
50,01:05:11,29.006904200307236
51,01:05:12,29.006904200307236
52,01:05:13,29.006904200307236
53,01:05:14,29.006904200307236
54,01:05:15,28.97295917159581
55,01:05:16,28.97295917159581
